away_season,away_event_date,away_nano,away_market,away_name,away_alias,away_points,away_epa_total,away_epa_offense_total,away_epa_offense_pass,away_epa_offense_rush,away_epa_defense_total,away_epa_defense_pass,away_epa_defense_rush,away_rush_att,away_rush_yds,away_rush_tds,away_pass_cmp,away_pass_att,away_pass_cmp_pct,away_pass_yds,away_pass_tds,away_pass_int,away_passer_rating,away_total_yds,away_times_sacked,away_yds_sacked_for,away_turnovers,away_penalties,away_penalty_yds,away_time_of_possession,away_boxscore_stats_link,away_home_away,away_days_since_last_game,away_short_rest
2018,2018-12-30,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,23,10.0,-6.84,1.51,-7.69,10.32,0.78,11.31,30,116,1,14,24,0.583,176,1,2,60.417,276,1,16,4,6,51,1692,https://www.pro-football-reference.com/boxscores/201812300den.htm,away,7.0,False
2018,2019-01-06,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,23,0.0,-9.17,-6.77,-3.45,14.46,6.13,7.83,33,89,1,22,32,0.688,160,0,0,80.208,243,1,6,1,5,35,2020,https://www.pro-football-reference.com/boxscores/201901060rav.htm,away,7.0,False
2018,2019-01-13,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,28,-13.0,11.48,14.36,-1.56,-24.01,-22.26,-2.86,10,19,1,25,51,0.49,331,3,1,81.413,335,2,15,2,5,33,1300,https://www.pro-football-reference.com/boxscores/201901130nwe.htm,away,1.0,True
2018,2019-01-20,u98I1lDKQBwZ0,Los Angeles,Rams,LA,26,3.0,3.02,6.84,-3.14,-2.51,-5.89,6.55,26,77,1,26,41,0.634,309,1,1,84.299,378,1,8,1,7,64,1956,https://www.pro-football-reference.com/boxscores/201901200nor.htm,away,7.0,False
2019,2019-09-08,u98I1lDKQBwZ0,Los Angeles,Rams,LA,30,3.0,4.57,-0.09,3.93,3.24,5.02,-2.44,32,166,2,23,39,0.59,186,1,1,68.964,349,1,3,1,5,43,1996,https://www.pro-football-reference.com/boxscores/201909080car.htm,away,14.0,False
2019,2019-09-15,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,10,-3.0,5.86,8.94,-1.83,-8.62,-12.36,3.41,25,137,1,21,36,0.583,293,0,1,73.032,424,1,6,2,9,70,1879,https://www.pro-football-reference.com/boxscores/201909150det.htm,away,7.0,False
2019,2019-09-22,u98I1lDKQBwZ0,Los Angeles,Rams,LA,20,7.0,1.06,2.06,0.57,8.89,2.12,5.52,24,90,0,24,38,0.632,268,2,2,79.715,344,2,14,3,7,49,1703,https://www.pro-football-reference.com/boxscores/201909220cle.htm,away,0.0,True
2019,2019-09-29,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,30,20.0,15.45,20.45,-5.0,-0.41,-2.47,2.06,33,79,1,25,31,0.806,317,2,0,130.78,390,1,6,0,10,89,2256,https://www.pro-football-reference.com/boxscores/201909290mia.htm,away,7.0,False
2019,2019-10-03,u98I1lDKQBwZ0,Los Angeles,Rams,LA,29,1.0,12.97,16.77,-1.33,-9.94,-15.86,2.59,18,82,2,29,49,0.592,395,1,1,83.291,477,0,0,2,6,45,1482,https://www.pro-football-reference.com/boxscores/201910030sea.htm,away,4.0,True
2019,2019-10-20,u98I1lDKQBwZ0,Los Angeles,Rams,LA,37,26.0,8.61,16.19,-6.32,10.97,8.35,2.62,36,90,1,23,38,0.605,291,2,0,101.974,381,0,0,0,5,24,2229,https://www.pro-football-reference.com/boxscores/201910200atl.htm,away,7.0,False
2019,2019-10-20,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,20,-3.0,8.93,22.89,-13.05,-10.83,-14.8,4.0,21,39,0,24,38,0.632,329,2,0,108.333,365,1,3,1,4,29,1665,https://www.pro-football-reference.com/boxscores/201910200oti.htm,away,0.0,True
2019,2019-10-27,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,17,1.0,-5.45,-3.28,-2.17,-0.44,-2.36,0.57,12,36,1,19,29,0.655,201,1,1,82.687,231,1,6,1,8,53,1320,https://www.pro-football-reference.com/boxscores/201910270chi.htm,away,7.0,False
2019,2019-11-07,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,24,-2.0,0.55,-2.28,3.98,-5.96,-5.33,-0.63,30,146,1,17,31,0.548,207,2,3,57.527,315,5,38,3,8,70,2050,https://www.pro-football-reference.com/boxscores/201911070rai.htm,away,4.0,True
2019,2019-11-10,u98I1lDKQBwZ0,Los Angeles,Rams,LA,12,-5.0,-27.02,-19.65,-6.71,17.68,-4.2,21.22,23,88,0,22,42,0.524,243,0,3,40.079,306,4,25,4,10,95,1700,https://www.pro-football-reference.com/boxscores/201911100pit.htm,away,3.0,True
2019,2019-12-01,u98I1lDKQBwZ0,Los Angeles,Rams,LA,34,27.0,18.95,22.27,-3.32,16.98,15.14,1.18,30,132,1,33,45,0.733,427,2,0,117.546,549,1,10,0,8,81,2077,https://www.pro-football-reference.com/boxscores/201912010crd.htm,away,6.0,False
2019,2019-12-01,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,20,-3.0,1.4,5.25,-2.18,2.73,-3.7,5.77,29,115,0,20,29,0.69,265,2,1,106.25,359,3,21,2,7,82,1929,https://www.pro-football-reference.com/boxscores/201912010den.htm,away,0.0,True
2019,2019-12-08,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,45,35.0,37.99,29.69,7.5,6.91,6.34,0.57,30,195,2,19,27,0.704,340,4,0,152.392,525,1,10,0,6,65,1763,https://www.pro-football-reference.com/boxscores/201912080jax.htm,away,7.0,False
2019,2019-12-15,u98I1lDKQBwZ0,Los Angeles,Rams,LA,21,-25.0,-3.54,0.86,-2.75,-26.77,-13.21,-13.56,14,22,1,34,52,0.654,289,2,1,84.535,289,2,22,1,5,29,1434,https://www.pro-football-reference.com/boxscores/201912150dal.htm,away,0.0,True
2019,2019-12-21,u98I1lDKQBwZ0,Los Angeles,Rams,LA,31,3.0,3.67,0.11,4.23,-3.16,-3.41,-1.09,24,72,2,27,46,0.587,323,2,1,85.688,395,0,0,1,7,43,1941,https://www.pro-football-reference.com/boxscores/201912210sfo.htm,away,6.0,False
2019,2019-12-29,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,21,-10.0,9.18,6.57,4.97,-13.59,-3.6,-10.28,25,108,1,31,46,0.674,281,2,2,80.072,366,3,23,2,8,40,2164,https://www.pro-football-reference.com/boxscores/201912290kan.htm,away,7.0,False
2020,2020-09-13,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,16,3.0,-2.07,1.95,-3.44,8.27,3.49,3.77,39,155,1,16,30,0.533,208,0,0,75.417,362,2,1,0,6,35,1810,https://www.pro-football-reference.com/boxscores/202009130cin.htm,away,14.0,False
2020,2020-09-20,u98I1lDKQBwZ0,Los Angeles,Rams,LA,37,19.0,27.57,21.37,5.52,0.85,4.81,-5.62,39,191,2,20,27,0.741,267,3,0,142.052,449,1,9,1,4,24,1873,https://www.pro-football-reference.com/boxscores/202009200phi.htm,away,7.0,False
2020,2020-09-27,u98I1lDKQBwZ0,Los Angeles,Rams,LA,32,-4.0,19.86,13.21,6.65,-17.83,-15.08,-3.41,32,167,2,23,32,0.719,321,2,1,111.589,478,2,10,2,3,30,1932,https://www.pro-football-reference.com/boxscores/202009270buf.htm,away,7.0,False
2020,2020-10-04,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,31,7.0,12.95,16.01,-1.77,-5.88,-13.81,7.71,23,46,0,20,25,0.8,290,3,1,137.917,324,2,12,2,7,60,1505,https://www.pro-football-reference.com/boxscores/202010040tam.htm,away,7.0,False
2020,2020-10-11,u98I1lDKQBwZ0,Los Angeles,Rams,LA,30,-20.0,-15.55,-16.65,1.1,-12.32,-16.63,4.31,35,129,2,21,30,0.7,309,2,1,111.667,429,1,9,1,5,60,2135,https://www.pro-football-reference.com/boxscores/202010110was.htm,away,7.0,False
2020,2020-10-12,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,27,-3.0,6.8,10.29,-3.49,-3.09,-1.76,-1.33,32,111,0,20,34,0.588,264,4,0,122.672,350,3,25,0,1,10,1842,https://www.pro-football-reference.com/boxscores/202010120nor.htm,away,1.0,True
2020,2020-10-18,u98I1lDKQBwZ0,Los Angeles,Rams,LA,16,8.0,12.69,18.45,-7.6,-2.05,0.38,-3.6,19,113,0,19,38,0.5,198,2,1,72.039,311,0,0,1,6,34,1325,https://www.pro-football-reference.com/boxscores/202010180sfo.htm,away,6.0,False
2020,2020-11-01,u98I1lDKQBwZ0,Los Angeles,Rams,LA,17,-11.0,-18.41,-21.74,2.93,21.63,7.53,14.1,29,131,1,35,61,0.574,355,1,2,65.949,471,2,15,4,5,45,2190,https://www.pro-football-reference.com/boxscores/202011010mia.htm,away,6.0,False
2020,2020-11-01,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,30,-1.0,9.03,8.68,0.35,-8.64,-6.8,-2.52,38,210,0,29,44,0.659,278,3,2,87.121,485,2,3,2,6,67,2153,https://www.pro-football-reference.com/boxscores/202011010den.htm,away,0.0,True
2020,2020-11-15,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,21,-8.0,-1.88,-6.06,5.18,7.96,-8.11,12.75,29,99,1,20,32,0.625,187,2,1,86.328,273,2,13,1,5,31,1794,https://www.pro-football-reference.com/boxscores/202011150mia.htm,away,7.0,False
2020,2020-11-23,u98I1lDKQBwZ0,Los Angeles,Rams,LA,27,-3.0,-1.67,0.96,-2.63,-5.08,-14.83,11.87,20,37,0,39,51,0.765,376,3,2,99.796,413,0,0,2,5,65,1993,https://www.pro-football-reference.com/boxscores/202011230tam.htm,away,1.0,True
2020,2020-11-29,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,17,-11.0,4.93,10.03,-6.22,-5.65,-9.49,3.18,24,76,1,31,52,0.596,316,1,1,75.481,367,3,25,1,5,91,1804,https://www.pro-football-reference.com/boxscores/202011290buf.htm,away,6.0,False
2020,2020-12-06,u98I1lDKQBwZ0,Los Angeles,Rams,LA,38,10.0,18.92,21.38,-2.51,0.6,2.85,-2.37,31,119,3,37,47,0.787,351,1,0,104.876,463,1,7,1,6,75,2333,https://www.pro-football-reference.com/boxscores/202012060crd.htm,away,7.0,False
2020,2020-12-17,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,30,3.0,23.38,29.84,-5.1,-16.83,-12.53,-4.3,29,96,2,22,32,0.688,314,2,0,121.094,402,1,8,0,3,20,1860,https://www.pro-football-reference.com/boxscores/202012170rai.htm,away,4.0,True
2020,2020-12-27,u98I1lDKQBwZ0,Los Angeles,Rams,LA,9,11.0,1.46,3.89,-2.43,11.28,4.68,6.24,29,118,0,24,43,0.558,234,0,1,61.579,334,3,18,1,5,45,1970,https://www.pro-football-reference.com/boxscores/202012270sea.htm,away,0.0,True
2020,2021-01-03,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,38,16.0,25.49,25.79,-0.3,-10.71,-12.88,2.17,35,135,2,22,31,0.71,302,3,0,134.073,416,3,21,0,4,23,2089,https://www.pro-football-reference.com/boxscores/202101030kan.htm,away,0.0,True
2020,2021-01-09,u98I1lDKQBwZ0,Los Angeles,Rams,LA,30,-10.0,-18.04,-14.64,-1.85,3.67,-2.86,7.09,43,164,1,12,25,0.48,184,1,0,86.083,333,3,15,0,2,15,2019,https://www.pro-football-reference.com/boxscores/202101090sea.htm,away,6.0,False
2020,2021-01-16,u98I1lDKQBwZ0,Los Angeles,Rams,LA,18,-13.0,2.94,-2.13,4.68,-23.74,-20.78,-6.96,19,96,1,21,27,0.778,174,1,0,105.864,244,4,26,0,3,35,1428,https://www.pro-football-reference.com/boxscores/202101160gnb.htm,away,7.0,False
2021,2021-09-12,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,20,-4.0,1.45,4.1,-1.67,-9.45,-10.93,3.12,29,90,1,31,47,0.66,337,1,1,85.151,424,2,3,2,6,94,2163,https://www.pro-football-reference.com/boxscores/202109120was.htm,away,14.0,False
2021,2021-09-19,u98I1lDKQBwZ0,Los Angeles,Rams,LA,27,4.0,7.11,13.97,-6.86,-1.29,-0.47,-0.02,29,101,1,19,30,0.633,278,2,1,101.806,371,1,8,2,2,15,1708,https://www.pro-football-reference.com/boxscores/202109190clt.htm,away,7.0,False
2021,2021-09-26,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,30,5.0,16.65,20.46,-2.26,-9.49,-4.59,-5.23,22,77,0,26,38,0.684,281,4,0,125.0,352,1,6,0,8,50,1649,https://www.pro-football-reference.com/boxscores/202109260kan.htm,away,7.0,False
2021,2021-10-07,u98I1lDKQBwZ0,Los Angeles,Rams,LA,26,-9.0,6.71,10.21,-2.5,-13.76,-15.75,1.33,29,118,2,25,37,0.676,365,1,1,97.241,476,1,7,1,5,85,1983,https://www.pro-football-reference.com/boxscores/202110070sea.htm,away,3.0,True
2021,2021-10-17,u98I1lDKQBwZ0,Los Angeles,Rams,LA,38,23.09,7.63,20.56,-7.03,19.06,15.38,2.36,34,131,1,22,30,0.733,251,4,2,109.861,365,2,17,2,7,50,1942,https://www.pro-football-reference.com/boxscores/202110170nyg.htm,away,7.0,False
2021,2021-10-17,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,6,-28.0,-13.93,-12.11,-1.82,-7.5,1.7,-9.2,12,26,0,22,39,0.564,195,1,1,67.788,208,2,13,1,4,35,1313,https://www.pro-football-reference.com/boxscores/202110170rav.htm,away,0.0,True
2021,2021-10-31,u98I1lDKQBwZ0,Los Angeles,Rams,LA,38,17.0,22.2,18.02,4.04,-1.75,-5.03,2.6,31,165,2,22,34,0.647,310,3,0,123.407,467,1,8,0,3,20,2015,https://www.pro-football-reference.com/boxscores/202110310htx.htm,away,7.0,False
2021,2021-11-07,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,27,2.0,20.72,22.52,-2.13,-17.56,-6.42,-10.48,27,89,1,32,38,0.842,356,2,0,123.246,445,0,0,0,4,30,2017,https://www.pro-football-reference.com/boxscores/202111070phi.htm,away,7.0,False
2021,2021-11-15,u98I1lDKQBwZ0,Los Angeles,Rams,LA,10,21.0,11.33,16.55,-3.56,7.18,7.62,-0.54,10,52,0,27,42,0.643,245,1,2,68.056,278,2,19,2,5,35,1257,https://www.pro-football-reference.com/boxscores/202111150sfo.htm,away,1.0,True
2021,2021-11-28,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,13,-16.0,-6.58,-4.07,0.15,-12.16,-6.81,-6.02,17,72,0,28,44,0.636,303,2,2,80.019,357,3,18,2,9,75,1823,https://www.pro-football-reference.com/boxscores/202111280den.htm,away,7.0,False
2021,2021-11-28,u98I1lDKQBwZ0,Los Angeles,Rams,LA,28,-7.0,-5.92,-4.21,-2.04,-4.66,-7.33,0.67,20,68,0,21,39,0.538,302,3,1,94.177,353,2,17,3,4,30,1220,https://www.pro-football-reference.com/boxscores/202111280gnb.htm,away,0.0,True
2021,2021-12-05,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,41,18.0,1.98,3.97,-1.45,12.31,1.89,10.41,22,79,1,26,35,0.743,317,3,1,118.393,363,4,33,3,7,51,1726,https://www.pro-football-reference.com/boxscores/202112050cin.htm,away,7.0,False
2021,2021-12-13,u98I1lDKQBwZ0,Los Angeles,Rams,LA,30,7.0,13.49,14.03,-0.21,-0.66,1.63,-3.01,21,89,0,23,30,0.767,287,3,0,139.167,356,3,20,0,5,40,1744,https://www.pro-football-reference.com/boxscores/202112130crd.htm,away,1.0,True
2021,2021-12-26,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,29,-15.0,5.49,12.51,-2.36,-24.35,-18.47,-6.7,21,89,2,27,35,0.771,336,1,2,92.083,417,1,8,3,5,49,1508,https://www.pro-football-reference.com/boxscores/202112260htx.htm,away,5.0,False
2021,2021-12-26,u98I1lDKQBwZ0,Los Angeles,Rams,LA,30,7.0,-0.84,-5.82,7.24,1.81,-7.51,5.82,33,159,1,21,37,0.568,197,1,3,46.791,356,0,0,3,1,5,1800,https://www.pro-football-reference.com/boxscores/202112260min.htm,away,0.0,True
2021,2022-01-02,u98I1lDKQBwZ0,Los Angeles,Rams,LA,20,0.0,0.4,-3.7,6.68,-2.98,-6.87,1.23,20,73,1,26,35,0.743,309,2,2,96.012,373,1,9,3,4,35,1581,https://www.pro-football-reference.com/boxscores/202201020rav.htm,away,0.0,True
2021,2022-01-09,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,32,-3.0,16.16,20.39,-3.9,-11.13,-9.47,-2.98,21,85,1,34,64,0.531,383,3,1,80.404,440,3,28,2,10,108,1879,https://www.pro-football-reference.com/boxscores/202201090rai.htm,away,0.0,True
2021,2022-01-23,u98I1lDKQBwZ0,Los Angeles,Rams,LA,30,-3.0,-4.46,-7.75,3.29,6.76,-17.01,19.92,30,73,1,28,38,0.737,366,2,0,121.162,428,2,11,4,4,45,2048,https://www.pro-football-reference.com/boxscores/202201230tam.htm,away,6.0,False
2022,2022-02-13,u98I1lDKQBwZ0,Los Angeles,Rams,LA,23,2.0,0.42,9.91,-6.48,5.48,4.77,0.71,23,43,0,26,41,0.634,283,3,2,87.754,313,2,13,2,2,10,1847,https://www.pro-football-reference.com/boxscores/202202130cin.htm,away,14.0,False
2022,2022-09-15,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,24,-3.0,4.12,1.78,1.67,-5.54,-7.31,4.87,24,75,0,33,48,0.688,334,3,1,100.521,401,2,8,1,3,25,2017,https://www.pro-football-reference.com/boxscores/202209150kan.htm,away,4.0,True
2022,2022-09-25,u98I1lDKQBwZ0,Los Angeles,Rams,LA,20,8.0,5.31,9.38,-2.75,-0.8,0.23,-2.37,20,100,2,18,25,0.72,249,0,0,103.583,339,1,10,1,6,35,1564,https://www.pro-football-reference.com/boxscores/202209250crd.htm,away,0.0,True
2022,2022-10-02,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,34,10.0,15.96,19.54,-3.25,-2.14,3.02,-6.5,27,81,2,27,39,0.692,340,2,0,113.194,419,1,2,1,6,61,1899,https://www.pro-football-reference.com/boxscores/202210020htx.htm,away,7.0,False
2022,2022-10-03,u98I1lDKQBwZ0,Los Angeles,Rams,LA,9,15.0,10.05,12.3,-1.69,11.56,12.32,-0.13,18,57,0,32,48,0.667,254,0,1,71.007,257,7,54,2,1,5,2074,https://www.pro-football-reference.com/boxscores/202210030sfo.htm,away,1.0,True
2022,2022-10-09,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,30,2.63,16.01,7.92,7.57,-16.53,-7.21,-9.18,34,238,2,22,34,0.647,228,1,0,93.75,465,1,1,0,4,17,1798,https://www.pro-football-reference.com/boxscores/202210090cle.htm,away,6.0,False
2022,2022-11-06,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,20,3.0,5.12,6.93,-1.24,-1.74,9.68,-11.75,24,91,1,30,43,0.698,245,1,1,82.025,336,0,0,2,5,45,1691,https://www.pro-football-reference.com/boxscores/202211060atl.htm,away,7.0,False
2022,2022-11-06,u98I1lDKQBwZ0,Los Angeles,Rams,LA,13,3.0,-8.87,-0.25,-8.21,10.99,3.26,7.4,24,68,0,13,27,0.481,165,1,0,80.015,206,4,27,0,4,53,1724,https://www.pro-football-reference.com/boxscores/202211060tam.htm,away,0.0,True
2022,2022-11-13,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,16,6.0,6.2,7.25,-0.37,7.29,8.62,-1.65,16,51,0,21,37,0.568,196,1,1,69.2,238,3,9,1,1,5,1381,https://www.pro-football-reference.com/boxscores/202211130sfo.htm,away,0.0,True
2022,2022-11-20,u98I1lDKQBwZ0,Los Angeles,Rams,LA,20,-7.0,3.06,1.99,1.73,-8.99,-12.53,3.21,30,148,0,16,28,0.571,223,2,0,106.696,336,4,35,0,6,55,1733,https://www.pro-football-reference.com/boxscores/202211200nor.htm,away,7.0,False
2022,2022-11-27,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,25,0.0,6.53,4.89,2.54,-7.69,-8.23,1.11,13,65,0,35,47,0.745,274,3,0,109.707,311,4,28,0,4,30,1765,https://www.pro-football-reference.com/boxscores/202211270crd.htm,away,7.0,False
2022,2022-11-27,u98I1lDKQBwZ0,Los Angeles,Rams,LA,10,-16.0,-9.01,-9.02,0.34,-13.96,-10.01,-3.95,28,116,0,14,24,0.583,106,1,2,48.264,198,3,24,2,5,25,1654,https://www.pro-football-reference.com/boxscores/202211270kan.htm,away,0.0,True
2022,2022-12-04,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,20,-7.0,0.15,-0.91,1.06,-5.34,-0.22,-5.12,22,72,0,28,47,0.596,335,1,0,88.52,386,5,21,1,4,20,1844,https://www.pro-football-reference.com/boxscores/202212040rai.htm,away,0.0,True
2022,2022-12-19,u98I1lDKQBwZ0,Los Angeles,Rams,LA,12,-12.0,-1.29,1.44,-1.4,-13.03,-10.03,-3.0,17,72,0,12,21,0.571,111,1,1,67.758,156,5,27,1,8,76,1361,https://www.pro-football-reference.com/boxscores/202212190gnb.htm,away,1.0,True
2022,2022-12-26,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,20,17.0,-2.36,-1.25,-0.45,22.57,21.55,0.69,32,101,2,24,31,0.774,235,0,1,84.745,314,4,22,2,6,60,2034,https://www.pro-football-reference.com/boxscores/202212260clt.htm,away,1.0,True
2022,2023-01-01,u98I1lDKQBwZ0,Los Angeles,Rams,LA,10,21.0,21.57,13.86,7.71,0.47,7.01,-7.2,26,166,1,11,19,0.579,132,0,0,79.276,277,3,21,1,3,22,1688,https://www.pro-football-reference.com/boxscores/202301010sdg.htm,away,6.0,False
2022,2023-01-08,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,28,-4.0,2.63,12.31,-8.68,-16.37,-9.07,-7.3,22,59,0,30,44,0.682,298,3,0,109.848,352,1,5,2,5,34,1737,https://www.pro-football-reference.com/boxscores/202301080den.htm,away,7.0,False
2022,2023-01-08,u98I1lDKQBwZ0,Los Angeles,Rams,LA,16,3.0,-3.11,-5.7,3.97,3.8,8.48,-4.68,28,146,1,13,26,0.5,147,0,1,51.282,269,5,24,1,3,35,1795,https://www.pro-football-reference.com/boxscores/202301080sea.htm,away,0.0,True
2022,2023-01-14,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,30,0.0,3.29,7.1,-2.17,-3.13,-1.0,-6.52,23,67,2,25,43,0.581,273,1,0,84.738,320,3,20,0,7,42,1959,https://www.pro-football-reference.com/boxscores/202301140jax.htm,away,6.0,False
2023,2023-09-10,u98I1lDKQBwZ0,Los Angeles,Rams,LA,30,-17.0,-1.77,0.18,0.07,-20.95,-22.56,2.37,40,92,3,24,38,0.632,334,0,0,91.338,426,0,0,0,7,53,2363,https://www.pro-football-reference.com/boxscores/202309100sea.htm,away,0.0,True
2023,2023-09-17,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,24,-3.0,6.8,9.39,-3.59,-9.86,-9.6,-2.26,21,61,0,27,41,0.659,305,2,0,104.217,342,3,24,0,4,43,1689,https://www.pro-football-reference.com/boxscores/202309170oti.htm,away,7.0,False
2023,2023-09-24,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,28,4.0,15.21,24.55,-8.97,-8.26,-3.97,-1.07,15,30,0,41,48,0.854,454,4,0,133.854,475,1,9,1,12,94,1607,https://www.pro-football-reference.com/boxscores/202309240min.htm,away,7.0,False
2023,2023-09-25,u98I1lDKQBwZ0,Los Angeles,Rams,LA,16,-3.0,-7.34,-11.09,4.08,8.0,4.5,0.71,13,71,0,18,33,0.545,269,1,2,66.351,292,6,48,2,4,28,1440,https://www.pro-football-reference.com/boxscores/202309250cin.htm,away,1.0,True
2023,2023-10-01,u98I1lDKQBwZ0,Los Angeles,Rams,LA,29,8.0,15.52,11.41,0.77,-5.51,-13.09,6.81,36,164,2,27,40,0.675,319,1,1,89.479,467,2,16,1,8,85,2386,https://www.pro-football-reference.com/boxscores/202310010clt.htm,away,6.0,False
2023,2023-10-22,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,17,-14.0,3.03,2.39,2.0,-19.19,-21.64,1.56,26,139,1,17,30,0.567,259,1,2,68.611,358,5,40,2,4,43,1700,https://www.pro-football-reference.com/boxscores/202310220kan.htm,away,0.0,True
2023,2023-10-29,u98I1lDKQBwZ0,Los Angeles,Rams,LA,20,-25.0,-8.68,-8.77,2.75,-15.46,-16.66,0.54,24,92,1,18,32,0.562,204,1,1,72.917,280,2,16,1,4,25,1472,https://www.pro-football-reference.com/boxscores/202310290dal.htm,away,7.0,False
2023,2023-11-05,u98I1lDKQBwZ0,Los Angeles,Rams,LA,3,-17.0,-20.49,-10.1,-9.22,-2.46,-5.34,1.97,26,68,0,13,28,0.464,130,0,1,45.238,187,1,11,2,5,36,1484,https://www.pro-football-reference.com/boxscores/202311050gnb.htm,away,7.0,False
2023,2023-11-06,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,27,21.0,-6.47,-7.91,1.77,25.2,19.54,5.0,21,84,2,16,30,0.533,136,0,0,65.417,191,5,29,0,4,39,1533,https://www.pro-football-reference.com/boxscores/202311060nyj.htm,away,1.0,True
2023,2023-11-19,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,20,-3.0,2.45,3.32,-0.87,-12.8,-16.51,2.39,24,150,0,21,36,0.583,260,2,0,99.306,394,2,16,1,4,54,1682,https://www.pro-football-reference.com/boxscores/202311190gnb.htm,away,7.0,False
2023,2023-11-26,u98I1lDKQBwZ0,Los Angeles,Rams,LA,37,24.0,22.85,12.01,10.84,1.35,3.29,-5.19,33,228,1,25,33,0.758,229,4,1,121.086,457,0,0,1,5,23,2092,https://www.pro-football-reference.com/boxscores/202311260crd.htm,away,7.0,False
2023,2023-12-03,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,6,6.0,-9.06,1.45,-9.5,13.06,12.28,-1.02,24,29,0,22,37,0.595,212,0,0,75.507,241,0,0,0,4,20,1730,https://www.pro-football-reference.com/boxscores/202312030nwe.htm,away,7.0,False
2023,2023-12-10,u98I1lDKQBwZ0,Los Angeles,Rams,LA,31,6.0,13.48,13.32,0.49,-7.96,-11.44,-1.29,30,128,0,23,41,0.561,294,3,0,103.1,410,2,12,0,5,34,2075,https://www.pro-football-reference.com/boxscores/202312100rav.htm,away,7.0,False
2023,2023-12-14,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,21,-42.0,-15.82,-7.74,-9.51,-22.25,-17.42,-5.16,28,92,0,23,32,0.719,257,3,1,113.672,326,3,23,5,6,65,1809,https://www.pro-football-reference.com/boxscores/202312140rai.htm,away,4.0,True
2023,2023-12-31,u98I1lDKQBwZ0,Los Angeles,Rams,LA,26,1.0,2.7,-0.73,3.43,4.35,3.33,0.02,23,105,3,24,34,0.706,317,1,2,85.049,391,4,31,3,3,28,1811,https://www.pro-football-reference.com/boxscores/202312310nyg.htm,away,8.0,False
2023,2023-12-31,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,9,-7.0,-5.75,1.11,-7.4,-2.08,-10.4,5.7,24,86,0,24,38,0.632,220,0,0,78.838,301,1,5,1,3,48,1574,https://www.pro-football-reference.com/boxscores/202312310den.htm,away,0.0,True
2023,2024-01-07,u98I1lDKQBwZ0,Los Angeles,Rams,LA,21,0.0,9.48,4.96,4.52,-11.3,-14.09,2.79,36,109,1,17,24,0.708,163,2,1,99.826,258,2,14,1,2,8,1860,https://www.pro-football-reference.com/boxscores/202401070sfo.htm,away,0.0,True
2023,2024-01-14,u98I1lDKQBwZ0,Los Angeles,Rams,LA,23,-1.0,19.93,19.78,0.15,-15.39,-18.31,4.04,17,68,0,25,36,0.694,367,2,0,120.949,425,2,10,0,4,36,1805,https://www.pro-football-reference.com/boxscores/202401140det.htm,away,7.0,False
